sequence,plot,species,plant_number,leaf_number,leaf_length_cm,leaf_width_cm,wet_mass_g,petiole_mass_g,dry_mass_g,dry_mass_petiole_g,n_leaves,date_collected,notes,,,,
280,748,lowr,1,1,1,1,0.02419,,0.00392,,1,5-Apr-17,,,,,
281,748,lowr,1,2,1.4,0.9,0.02561,,0.00435,,1,5-Apr-17,,,,,
282,748,lowr,1,3,1.5,1,0.03042,,0.00498,,1,5-Apr-17,,,,,
283,748,lowr,2,1,1.1,1.1,0.01953,,0.00335,,1,5-Apr-17,,,,,
284,748,lowr,2,2,1,0.9,0.01888,,0.00305,,1,5-Apr-17,,,,,
285,748,lowr,2,3,1.2,1.5,0.03507,,0.00577,,1,5-Apr-17,,,,,
286,748,lowr,3,1,1,1,0.01726,,0.00244,,1,5-Apr-17,,,,,
287,748,lowr,3,2,1.3,1.1,0.02156,,0.00329,,1,5-Apr-17,,,,,
288,748,lowr,3,3,1.2,0.9,0.01804,,0.00276,,1,5-Apr-17,,,,,
289,748,lowr,4,1,1.2,1.3,0.04451,,0.00762,,1,5-Apr-17,,,,,
290,748,lowr,4,2,1.5,1.6,0.04021,,0.00656,,1,5-Apr-17,,,,,
291,748,lowr,4,3,1.6,1.4,0.04115,,0.01062,,1,5-Apr-17,,,,,
292,748,lowr,5,1,0.8,0.7,0.00841,,0.00162,,1,5-Apr-17,,,,,
293,748,lowr,5,2,0.7,0.6,0.00794,,0.00152,,1,5-Apr-17,,,,,
294,748,lowr,5,3,0.7,0.5,0.00728,,0.00104,,1,5-Apr-17,,,,,
295,749,lowr,1,1,1.5,1,0.0411,,0.0049,,1,5-Apr-17,Saving ��_��__?��_��__ of plant for AGB,,,,
296,749,lowr,1,2,1.2,0.7,0.0132,,0.00162,,1,5-Apr-17,Saving ��_��__?��_��__ of plant for AGB,,,,
297,749,lowr,1,3,2.1,1.7,0.08496,,0.01227,,1,5-Apr-17,Saving ��_��__?��_��__ of plant for AGB,,,,
298,749,lowr,2,1,2.2,1.5,0.09247,,0.01224,,1,5-Apr-17,Saving ��_��__?��_��__ of plant for AGB,,,,
299,749,lowr,2,2,2,1.5,0.05021,,0.00726,,1,5-Apr-17,Saving ��_��__?��_��__ of plant for AGB,,,,
300,749,lowr,2,3,2,1.5,0.06752,,0.00864,,1,5-Apr-17,Saving ��_��__?��_��__ of plant for AGB,,,,
301,749,lowr,3,1,2,1.4,0.04856,,0.00689,,1,5-Apr-17,Saving ��_��__?��_��__ of plant for AGB,,,,
302,749,lowr,3,2,1.7,1.5,0.04868,,0.00733,,1,5-Apr-17,Saving ��_��__?��_��__ of plant for AGB,,,,
303,749,lowr,3,3,1.9,1.3,0.04597,,0.00673,,1,5-Apr-17,Saving ��_��__?��_��__ of plant for AGB,,,,
304,749,lowr,4,1,1.6,1.4,0.04804,,0.00781,,1,5-Apr-17,"plant growing in clump of 3, full plant",,,,
305,749,lowr,4,2,2,1.4,0.06268,,0.0101,,1,5-Apr-17,"plant growing in clump of 3, full plant",,,,
306,749,lowr,4,3,2.4,1.5,0.05883,,0.00928,,1,5-Apr-17,"plant growing in clump of 3, full plant",,,,
307,749,lowr,5,1,1.8,1.2,0.0683,,0.00807,,1,5-Apr-17,Saving ��_��__?��_��__ of plant for AGB,,,,
308,749,lowr,5,2,2,1,0.07401,,0.00884,,1,5-Apr-17,Saving ��_��__?��_��__ of plant for AGB,,,,
309,749,lowr,5,3,1.9,1.7,0.06242,,0.00743,,1,5-Apr-17,Saving ��_��__?��_��__ of plant for AGB,,,,
310,749,mica,1,1,1.2,0.3,0.00321,,0.00074,,1,5-Apr-17,Saving ��_��__?��_��__ of plant for AGB,,,,
311,749,mica,1,2,0.8,0.2,0.00168,,0.00042,,1,5-Apr-17,Saving ��_��__?��_��__ of plant for AGB,,,,
312,749,mica,1,3,1.1,0.2,0.00246,,0.0006,,1,5-Apr-17,Saving ��_��__?��_��__ of plant for AGB,,,,
313,749,mica,2,1,1.6,0.4,0.00679,,0.00162,,1,5-Apr-17,Saving ��_��__?��_��__ of plant for AGB,,,,
314,749,mica,2,2,1.4,0.4,0.00633,,0.00164,,1,5-Apr-17,Saving ��_��__?��_��__ of plant for AGB,,,,
315,749,mica,2,3,1.6,0.5,0.00665,,0.00168,,1,5-Apr-17,Saving ��_��__?��_��__ of plant for AGB,,,,
316,749,mica,3,1,1.4,0.4,0.00372,,0.00092,,1,5-Apr-17,,,,,
317,749,mica,3,2,1.3,0.4,0.00367,,0.00078,,1,5-Apr-17,,,,,
318,749,mica,3,3,1.3,0.4,0.00397,,0.00099,,1,5-Apr-17,,,,,
319,749,mica,4,1,1.4,0.4,0.00351,,0.0009,,1,5-Apr-17,Saving ��_��__?��_��__ of plant for AGB,,,,
320,749,mica,4,2,1.3,0.3,0.00251,,0.00054,,1,5-Apr-17,Saving ��_��__?��_��__ of plant for AGB,,,,
321,749,mica,4,3,1.6,0.3,0.00457,,0.00124,,1,5-Apr-17,Saving ��_��__?��_��__ of plant for AGB,,,,
322,749,mica,5,1,1.5,0.4,0.00557,,0.0012,,1,5-Apr-17,Saving ��_��__?��_��__ of plant for AGB,,,,
323,749,mica,5,2,1.5,0.3,0.00513,,0.00115,,1,5-Apr-17,Saving ��_��__?��_��__ of plant for AGB,,,,
324,749,mica,5,3,1.5,0.5,0.00517,,0.00119,,1,5-Apr-17,Saving ��_��__?��_��__ of plant for AGB,,,,
325,748,pler,1,1,5.1,0.2,0.01833,,0.004334,,1,5-Apr-17,,,,,
326,748,pler,1,2,7.8,0.2,0.03174,,0.00791,,1,5-Apr-17,,,,,
327,748,pler,1,3,4.9,0.2,0.01875,,0.00462,,1,5-Apr-17,,,,,
328,748,pler,2,1,7.8,0.3,0.05028,,0.00995,,1,5-Apr-17,,,,,
329,748,pler,2,2,4.8,0.2,0.0298,,0.00723,,1,5-Apr-17,,,,,
330,748,pler,2,3,4.8,0.2,0.02546,,0.00627,,1,5-Apr-17,,,,,
331,748,pler,3,1,6.2,0.3,0.03805,,0.00775,,1,5-Apr-17,,,,,
332,748,pler,3,2,6.4,0.3,0.03798,,0.00779,,1,5-Apr-17,,,,,
333,748,pler,3,3,6.4,0.3,0.04113,,0.00861,,1,5-Apr-17,,,,,
334,748,pler,4,1,5.7,0.3,0.0326,,0.00646,,1,5-Apr-17,,,,,
335,748,pler,4,2,6.5,0.3,0.03698,,0.00734,,1,5-Apr-17,,,,,
336,748,pler,4,3,5,0.2,0.02571,,0.00537,,1,5-Apr-17,,,,,
337,748,pler,5,1,6.9,0.3,0.04968,,0.01019,,1,5-Apr-17,,,,,
338,748,pler,5,2,6.2,0.3,0.04029,,0.00834,,1,5-Apr-17,,,,,
339,748,pler,5,3,5.8,0.3,0.02806,,0.00558,,1,5-Apr-17,,,,,
340,749,chgl,1,1,5.8,1.2,0.22146,,0.02401,,1,5-Apr-17,,,,,
341,749,chgl,1,2,5,1.3,0.17738,,0.01913,,1,5-Apr-17,,,,,
342,749,chgl,1,3,5,1.7,0.20878,,0.02093,,1,5-Apr-17,,,,,
343,749,chgl,2,1,4,0.9,0.13891,,0.01227,,1,5-Apr-17,,,,,
344,749,chgl,2,2,2.6,0.7,0.05169,,0.00521,,1,5-Apr-17,,,,,
345,749,chgl,2,3,4,1.8,0.15757,,0.01466,,1,5-Apr-17,,,,,
346,749,chgl,3,1,4.1,1,0.08627,,0.01149,,1,5-Apr-17,,,,,
347,749,chgl,3,2,4.2,1.3,0.08354,,0.01092,,1,5-Apr-17,,,,,
348,749,chgl,3,3,4.4,1.2,0.07869,,0.0106,,1,5-Apr-17,,,,,
349,749,chgl,4,1,4.2,1,0.08272,,0.00802,,1,5-Apr-17,,,,,
350,749,chgl,4,2,4.2,1,0.08653,,0.00888,,1,5-Apr-17,,,,,
351,749,chgl,4,3,3.8,1,0.08172,,0.00868,,1,5-Apr-17,,,,,
352,749,chgl,5,1,3,1.1,0.08085,,0.01008,,1,5-Apr-17,,,,,
353,749,chgl,5,2,3.4,1.1,0.08568,,0.01057,,1,5-Apr-17,,,,,
354,749,chgl,5,3,3.4,1.1,0.09049,,0.01142,,1,5-Apr-17,,,,,
355,748,aghe,1,1,5.6,0.2,0.01764,,0.00283,,1,5-Apr-17,all agb scan only had 1 leaf,,,,
356,748,aghe,1,2,4.8,0.2,0.0147,,0.0026,,1,5-Apr-17,all agb scan only had 1 leaf,,,,
357,748,aghe,1,3,2.5,0.1,0.00437,,0.00082,,1,5-Apr-17,all agb scan only had 1 leaf,,,,
358,748,aghe,2,1,9.5,0.7,0.06831,,0.00897,,1,5-Apr-17,,,,,
359,748,aghe,2,2,7.9,1,0.06957,,0.0084,,1,5-Apr-17,,,,,
360,748,aghe,2,3,9.5,0.5,0.06434,,0.00933,,1,5-Apr-17,,,,,
361,748,aghe,3,1,6.4,0.2,0.02405,,0.00399,,1,5-Apr-17,,,,,
362,748,aghe,3,2,5.8,0.2,0.02004,,0.00354,,1,5-Apr-17,,,,,
363,748,aghe,3,3,6.1,0.3,0.02151,,0.00328,,1,5-Apr-17,,,,,
364,748,aghe,4,1,5.9,0.2,0.02236,,0.00358,,1,5-Apr-17,no leaves for all leaves scan,,,,
365,748,aghe,4,2,4,0.1,0.01597,,0.0024,,1,5-Apr-17,no leaves for all leaves scan,,,,
366,748,aghe,4,3,4.1,0.1,0.01131,,0.00167,,1,5-Apr-17,no leaves for all leaves scan,,,,
367,748,aghe,5,1,5.7,0.3,0.01503,,0.00282,,1,5-Apr-17,big gall at base of plant,,,,
368,748,aghe,5,2,4,0.5,0.01344,,0.00249,,1,5-Apr-17,big gall at base of plant,,,,
369,748,aghe,5,3,4.6,0.3,0.01203,,0.00239,,1,5-Apr-17,big gall at base of plant,,,,
370,non_plot,lost,1,1,1.5,1.3,0.03201,,0.00601,,1,5-Apr-17,"With petiole, Lost == lotus strigosus",,,,
371,non_plot,lost,1,2,1.4,1,0.03528,,0.00679,,1,5-Apr-17,with petiole,,,,
372,non_plot,lost,1,3,1.3,0.9,0.02731,,0.00511,,1,5-Apr-17,with petiole,,,,
373,non_plot,lost,2,1,1.9,0.7,0.02454,,0.00435,,1,5-Apr-17,with petiole,,,,
374,non_plot,lost,2,2,1.4,1.1,0.02578,,0.00556,,1,5-Apr-17,with petiole,,,,
375,non_plot,lost,2,3,1.2,0.9,0.02324,,0.00454,,1,5-Apr-17,with petiole,,,,
376,non_plot,lost,3,1,1.3,0.9,0.03012,,0.00465,,1,5-Apr-17,with petiole,,,,
377,non_plot,lost,3,2,1.8,1.1,0.05054,,0.00968,,1,5-Apr-17,with petiole,,,,
378,non_plot,lost,3,3,1.3,0.8,0.03407,,0.006,,1,5-Apr-17,with petiole,,,,
379,non_plot,lost,4,1,1.9,1.4,0.05293,,0.0087,,1,5-Apr-17,with petiole,,,,
380,non_plot,lost,4,2,2.1,1.2,0.04782,,0.0075,,1,5-Apr-17,with petiole,,,,
381,non_plot,lost,4,3,1.5,1,0.02504,,0.0047,,1,5-Apr-17,with petiole,,,,
382,non_plot,lost,5,1,1.4,1.1,0.03002,,0.0055,,1,5-Apr-17,with petiole,,,,
383,non_plot,lost,5,2,1.2,1,0.023,,0.0048,,1,5-Apr-17,with petiole,,,,
384,non_plot,lost,5,3,1,0.8,0.01927,,0.0043,,1,5-Apr-17,with petiole,,,,
385,non_plot,lost,6,1,1.2,0.7,0.01749,,0.0038,,1,5-Apr-17,with petiole,,,,
386,non_plot,lost,6,2,1.4,1,0.02389,,0.0038,,1,5-Apr-17,with petiole,,,,
387,non_plot,lost,6,3,1.1,1.2,0.01526,,0.0029,,1,5-Apr-17,with petiole,,,,
388,non_plot,lost,7,1,1.1,0.8,0.01827,,0.0033,,1,5-Apr-17,with petiole,,,,
389,non_plot,lost,7,2,1.1,0.7,0.01404,,0.0029,,1,5-Apr-17,with petiole,,,,
390,non_plot,lost,7,3,1,0.5,0.01215,,0.0025,,1,5-Apr-17,with petiole,,,,
391,non_plot,lost,8,1,1.3,1.2,0.02268,,0.0046,,1,5-Apr-17,with petiole,,,,
392,non_plot,lost,8,2,1.4,1,0.02075,,0.0045,,1,5-Apr-17,with petiole,,,,
393,non_plot,lost,8,3,1.4,0.6,0.0189,,0.0032,,1,5-Apr-17,with petiole,,,,
394,non_plot,lubi,1,1,4.2,3.6,0.06657,,0.0113,,1,6-Apr-17,"With petiole, Lubi == lupinus bicolor",,,,
395,non_plot,lubi,1,2,3.8,2.5,0.03309,,0.0052,,1,6-Apr-17,with petiole,,,,
396,non_plot,lubi,1,3,3,2,0.03223,,0.0059,,1,6-Apr-17,with petiole,,,,
397,non_plot,lubi,2,1,4.7,2.1,0.04736,,0.0077,,1,6-Apr-17,with petiole,,,,
398,non_plot,lubi,2,2,3.3,2,0.02996,,0.0052,,1,6-Apr-17,with petiole,,,,
399,non_plot,lubi,2,3,4.9,2.6,0.05234,,0.0088,,1,6-Apr-17,with petiole,,,,
400,non_plot,lubi,3,1,2.6,2.1,0.03497,,0.0068,,1,6-Apr-17,with petiole,,,,
401,non_plot,lubi,3,2,2.5,1.4,0.01678,,0.0031,,1,6-Apr-17,with petiole,,,,
402,non_plot,lubi,3,3,2.8,1.8,0.02762,,0.0054,,1,6-Apr-17,with petiole,,,,
403,non_plot,lubi,4,1,5.2,2.2,0.04596,,0.0088,,1,6-Apr-17,with petiole,,,,
404,non_plot,lubi,4,2,5.4,3.1,0.05999,,0.0114,,1,6-Apr-17,with petiole,,,,
405,non_plot,lubi,4,3,4.3,2.2,0.03663,,0.0073,,1,6-Apr-17,with petiole,,,,
406,non_plot,lubi,5,1,3.7,2.8,0.03504,,0.0065,,1,6-Apr-17,with petiole,,,,
407,non_plot,lubi,5,2,2.8,2.3,0.02199,,0.0044,,1,6-Apr-17,with petiole,,,,
408,non_plot,lubi,5,3,2.6,1.8,0.0197,,0.0044,,1,6-Apr-17,with petiole,,,,
409,non_plot,lubi,6,1,4.9,2.7,0.06301,,0.0093,,1,6-Apr-17,with petiole,,,,
410,non_plot,lubi,6,2,3.8,3,0.05439,,0.0101,,1,6-Apr-17,with petiole,,,,
411,non_plot,lubi,6,3,5.5,3.5,0.08254,,0.0142,,1,6-Apr-17,with petiole,,,,
412,non_plot,lubi,7,1,4.8,2.8,0.05523,,0.0081,,1,6-Apr-17,with petiole,,,,
413,non_plot,lubi,7,2,3.7,2.4,0.03589,,0.0064,,1,6-Apr-17,with petiole,,,,
414,non_plot,lubi,7,3,3.3,2.2,0.02932,,0.0051,,1,6-Apr-17,with petiole,,,,
415,non_plot,lubi,8,1,4.5,2.4,0.03777,,0.007,,1,6-Apr-17,with petiole,,,,
416,non_plot,lubi,8,2,3.5,2.1,0.03553,,0.0073,,1,6-Apr-17,with petiole,,,,
417,non_plot,lubi,8,3,2.5,1.3,0.01428,,0.0031,,1,6-Apr-17,with petiole,,,,
418,non_plot,vipe,1,1,8,2.5,0.1451,,0.0255,,1,6-Apr-17,vipe == Viola pedunculata ,,,,
419,non_plot,vipe,1,2,9.1,2.8,0.17072,,0.0284,,1,6-Apr-17,,,,,
420,non_plot,vipe,1,3,5.6,2.1,0.08242,,0.0148,,1,6-Apr-17,,,,,
421,non_plot,vipe,2,1,8.5,3.6,0.22392,,0.0403,,1,6-Apr-17,,,,,
422,non_plot,vipe,2,2,8.3,2.7,0.1707,,0.0307,,1,6-Apr-17,,,,,
423,non_plot,vipe,2,3,7.4,2.7,0.17175,,0.0324,,1,6-Apr-17,,,,,
424,non_plot,vipe,3,1,7.2,2,0.05848,,0.0099,,1,6-Apr-17,,,,,
425,non_plot,vipe,3,2,9,3.5,0.21975,,0.0409,,1,6-Apr-17,,,,,
426,non_plot,vipe,3,3,7.5,3.2,0.16947,,0.0313,,1,6-Apr-17,,,,,
427,non_plot,vipe,4,1,6.6,2,0.06565,,0.0103,,1,6-Apr-17,leaf area two separate scans ,,,,
428,non_plot,vipe,4,2,7.5,2.7,0.1181,,0.0207,,1,6-Apr-17,,,,,
429,non_plot,vipe,4,3,7.1,2.6,0.1146,,0.022,,1,6-Apr-17,,,,,
430,non_plot,vipe,5,1,5.5,2.1,0.05884,,0.0101,,1,6-Apr-17,,,,,
431,non_plot,vipe,5,2,7.3,2.6,0.07706,,0.0135,,1,6-Apr-17,,,,,
432,non_plot,vipe,5,3,7.5,2.3,0.08301,,0.016,,1,6-Apr-17,,,,,
433,non_plot,vipe,6,1,6.8,2.5,0.10988,,0.0198,,1,6-Apr-17,,,,,
434,non_plot,vipe,6,2,4.8,2.9,0.0527,,0.0111,,1,6-Apr-17,,,,,
435,non_plot,vipe,6,3,6.5,2.5,0.09786,,0.019,,1,6-Apr-17,,,,,
436,non_plot,vipe,7,1,6,1.5,0.07451,,0.0091,,1,6-Apr-17,,,,,
437,non_plot,vipe,7,2,6,1.7,0.05322,,0.0072,,1,6-Apr-17,,,,,
438,non_plot,vipe,7,3,7.2,1.9,0.09092,,0.0119,,1,6-Apr-17,,,,,
439,non_plot,vipe,8,1,8,2.7,0.11956,,0.0202,,1,6-Apr-17,,,,,
440,non_plot,vipe,8,2,9.5,3.4,0.1847,,0.0343,,1,6-Apr-17,,,,,
441,non_plot,vipe,8,3,7.8,2.8,0.14054,,0.0267,,1,6-Apr-17,,,,,
442,non_plot,ermo,1,1,6.9,3.5,0.2045,,0.0308,,1,6-Apr-17,"With petiole, Ermo == Erodium moschatum",,,,
443,non_plot,ermo,1,2,4.2,2.6,0.08459,,0.0121,,1,6-Apr-17,with petiole,,,,
444,non_plot,ermo,1,3,8.1,2.5,0.14891,,0.0197,,1,6-Apr-17,with petiole,,,,
445,non_plot,ermo,2,1,10.5,3,0.36571,,0.0422,,1,6-Apr-17,with petiole,,,,
446,non_plot,ermo,2,2,7.5,2,0.1697,,0.0208,,1,6-Apr-17,with petiole,,,,
447,non_plot,ermo,2,3,9.9,2.6,0.21966,,0.0277,,1,6-Apr-17,with petiole,,,,
448,non_plot,ermo,3,1,8.5,2.5,0.11491,,0.0147,,1,6-Apr-17,with petiole,,,,
449,non_plot,ermo,3,2,8.6,2.6,0.1519,,0.022,,1,6-Apr-17,with petiole,,,,
450,non_plot,ermo,3,3,8.1,1.6,0.08111,,0.011,,1,6-Apr-17,with petiole,,,,
451,non_plot,ermo,4,1,9,3.6,0.19758,,0.0243,,1,6-Apr-17,with petiole,,,,
452,non_plot,ermo,4,2,10,3.4,0.2645,,0.0333,,1,6-Apr-17,with petiole,,,,
453,non_plot,ermo,4,3,7.3,3,0.18893,,0.0249,,1,6-Apr-17,with petiole,,,,
454,non_plot,ermo,5,1,6.5,2.2,0.12055,,0.0194,,1,6-Apr-17,with petiole,,,,
455,non_plot,ermo,5,2,7.1,1.1,0.07007,,0.0107,,1,6-Apr-17,with petiole,,,,
456,non_plot,ermo,5,3,3.6,2.7,0.06625,,0.0114,,1,6-Apr-17,with petiole,,,,
457,non_plot,ermo,6,1,8.7,3.5,0.2223,,0.0355,,1,6-Apr-17,with petiole,,,,
458,non_plot,ermo,6,2,8.7,2,0.1476,,0.0241,,1,6-Apr-17,with petiole,,,,
459,non_plot,ermo,6,3,3,2,0.05197,,0.012,,1,6-Apr-17,with petiole,,,,
460,non_plot,ermo,7,1,10.1,2,0.15558,,0.025,,1,6-Apr-17,with petiole,,,,
461,non_plot,ermo,7,2,7.1,1.7,0.0786,,0.0134,,1,6-Apr-17,with petiole,,,,
462,non_plot,ermo,7,3,6.5,1.8,0.08027,,0.0143,,1,6-Apr-17,with petiole,,,,
463,non_plot,ermo,8,1,7.5,2.2,0.10767,,0.0197,,1,6-Apr-17,with petiole,,,,
464,non_plot,ermo,8,2,7.6,2.1,0.08406,,0.0131,,1,6-Apr-17,with petiole,,,,
465,non_plot,ermo,8,3,7.3,2.4,0.08211,,0.0139,,1,6-Apr-17,with petiole,,,,
466,non_plot,vulpia_myuros,4,1,9.5,0.2,0.02383,,0.0058,,1,6-Apr-17,leaves curl when scanning leaf area total - double scanned area to calc. total area,,,,
467,non_plot,vulpia_myuros,4,2,9.1,0.2,0.02441,,0.005,,1,6-Apr-17,,,,,
468,non_plot,vulpia_myuros,4,3,8.2,0.2,0.02298,,0.005,,1,6-Apr-17,,,,,
469,non_plot,vulpia_myuros,5,1,7.4,0.3,0.0191,,0.0031,,1,6-Apr-17,,,,,
470,non_plot,vulpia_myuros,5,2,8.1,0.3,0.01903,,0.004,,1,6-Apr-17,,,,,
471,non_plot,vulpia_myuros,5,3,8,0.3,0.01668,,0.0036,,1,6-Apr-17,,,,,
472,non_plot,vulpia_myuros,6,1,2.5,0.2,0.00355,,,,1,6-Apr-17,"missing dry weight, leaf probably fell out of envelope",,,,
473,non_plot,vulpia_myuros,6,2,4.5,0.2,0.00916,,0.0028,,1,6-Apr-17,,,,,
474,non_plot,vulpia_myuros,6,3,3.2,0.2,0.0043,,,,1,6-Apr-17,"missing dry weight, leaf probably fell out of envelope",,,,
475,non_plot,vulpia_myuros,7,1,10.5,0.3,0.0405,,0.0096,,1,6-Apr-17,leaf area of only half the plant ,,,,
476,non_plot,vulpia_myuros,7,2,14.4,0.3,0.06208,,0.0143,,1,6-Apr-17,,,,,
477,non_plot,vulpia_myuros,7,3,10.9,0.3,0.04094,,0.0092,,1,6-Apr-17,,,,,
478,non_plot,vulpia_myuros,8,1,7.8,0.3,0.02218,,0.0052,,1,6-Apr-17,,,,,
479,non_plot,vulpia_myuros,8,2,8,0.3,0.02134,,0.0056,,1,6-Apr-17,,,,,
480,non_plot,vulpia_myuros,8,3,7.1,0.2,0.01903,,0.0058,,1,6-Apr-17,,,,,
481,non_plot,brho,1,1,9.1,0.4,0.04384,,0.0095,,1,6-Apr-17,,,,,
482,non_plot,brho,1,2,10,0.4,0.04871,,0.0112,,1,6-Apr-17,,,,,
483,non_plot,brho,1,3,7.9,0.4,0.03585,,0.0081,,1,6-Apr-17,,,,,
484,non_plot,brho,2,1,7.9,0.4,0.03525,,0.0087,,1,6-Apr-17,,,,,
485,non_plot,brho,2,2,7.4,0.5,0.03688,,0.0095,,1,6-Apr-17,,,,,
486,non_plot,brho,2,3,6.5,0.3,0.01819,,0.0043,,1,6-Apr-17,,,,,
487,non_plot,brho,3,1,8.7,0.4,0.04205,,0.0104,,1,6-Apr-17,,,,,
488,non_plot,brho,3,2,8.7,0.4,0.04169,,0.0099,,1,6-Apr-17,,,,,
489,non_plot,brho,3,3,9.1,0.5,0.04186,,0.0115,,1,6-Apr-17,,,,,
490,non_plot,brho,4,1,8.9,0.6,0.06333,,0.0157,,1,6-Apr-17,,,,,
491,non_plot,brho,4,2,8.3,0.6,0.0557,,0.0143,,1,6-Apr-17,,,,,
492,non_plot,brho,4,3,10.6,0.5,0.055,,0.0136,,1,6-Apr-17,,,,,
493,non_plot,brho,5,1,10.7,0.6,0.06777,,0.0175,,1,6-Apr-17,,,,,
494,non_plot,brho,5,2,8.7,0.4,0.03557,,0.009,,1,6-Apr-17,,,,,
495,non_plot,brho,5,3,7.1,0.3,0.02575,,0.0059,,1,6-Apr-17,,,,,
496,non_plot,brho,6,1,6.6,0.5,0.03567,,0.009,,1,6-Apr-17,this plant leaf area scanned in two parts ,,,,
497,non_plot,brho,6,2,8.9,0.6,0.06775,,0.0151,,1,6-Apr-17,,,,,
498,non_plot,brho,6,3,9.1,0.5,0.05747,,0.0139,,1,6-Apr-17,,,,,
499,non_plot,brho,7,1,12,0.7,0.09693,,0.0238,,1,6-Apr-17,,,,,
500,non_plot,brho,7,2,7.2,0.4,0.02861,,0.0077,,1,6-Apr-17,,,,,
501,non_plot,brho,7,3,7.1,0.4,0.02903,,0.0087,,1,6-Apr-17,,,,,
502,non_plot,brho,8,1,5.8,0.4,0.02485,,0.0063,,1,6-Apr-17,,,,,
503,non_plot,brho,8,2,4.5,0.3,0.01683,,0.0037,,1,6-Apr-17,,,,,
504,non_plot,brho,8,3,8.2,0.5,0.04968,,0.0138,,1,6-Apr-17,,,,,
505,non_plot,microseris,1,1,8,0.4,0.05721,,0.0098,,1,10-Apr-17,,,,,
506,non_plot,microseris,1,2,8.1,0.4,0.05791,,0.01,,1,10-Apr-17,H: 18.5, w1- 2, w2- 2,,
507,non_plot,microseris,1,3,9.6,0.4,0.070763,,0.0124,,1,10-Apr-17,,,,,
508,non_plot,microseris,2,1,10.9,0.5,0.0966,,0.0162,,1,10-Apr-17,H: 20.5, w1: 3, W2: 4.1,,
509,non_plot,microseris,2,2,9.8,0.4,0.0799,,0.0129,,1,10-Apr-17,,,,,
510,non_plot,microseris,2,3,10.4,0.5,0.07964,,0.0127,,1,10-Apr-17,,,,,
511,non_plot,microseris,3,1,11.3,0.5,0.09769,,0.0153,,1,10-Apr-17,H:14.6, W1: 3, W2: 2.5,,
512,non_plot,microseris,3,2,9,0.5,0.06081,,0.0102,,1,10-Apr-17,,,,,
513,non_plot,microseris,3,3,11.2,0.4,0.08894,,0.0145,,1,10-Apr-17,,,,,
514,non_plot,microseris,4,1,5.9,0.4,0.03646,,0.0058,,1,10-Apr-17,H: 22.2, W1: 9.5, W2: 5.2,,
515,non_plot,microseris,4,2,6.1,0.4,0.03721,,0.0064,,1,10-Apr-17,,,,,
516,non_plot,microseris,4,3,6.3,0.4,0.03826,,0.0063,,1,10-Apr-17,,,,,
517,non_plot,microseris,5,1,12.5,0.8,0.13267,,0.0225,,1,10-Apr-17,H:28.9, W1: 8.5, W2: 6,,
518,non_plot,microseris,5,2,13.5,0.8,0.138,,0.0228,,1,10-Apr-17,,,,,
519,non_plot,microseris,5,3,11.5,0.6,0.08075,,0.0122,,1,10-Apr-17,,,,,
520,non_plot,microseris,6,1,12.6,0.7,0.12342,,0.0206,,1,10-Apr-17,H: 26.4, w1: 6.5, w2: 5.5,,
521,non_plot,microseris,6,2,12,0.6,0.09802,,0.0156,,1,10-Apr-17,,,,,
522,non_plot,microseris,6,3,9.9,0.6,0.05223,,0.0084,,1,10-Apr-17,,,,,
523,non_plot,microseris,7,1,8.5,0.5,0.06485,,0.0105,,1,10-Apr-17,H: 23.4, W1: 5, W2: 2,,
524,non_plot,microseris,7,2,10.9,0.6,0.07719,,0.0125,,1,10-Apr-17,,,,,
525,non_plot,microseris,7,3,9.4,0.4,0.05677,,0.0081,,1,10-Apr-17,,,,,
526,non_plot,microseris,8,1,9.8,0.5,0.05871,,0.01,,1,10-Apr-17,H: 16.6, W1: 5.2, W2: 3,,
527,non_plot,microseris,8,2,8.4,0.5,0.052993,,0.0093,,1,10-Apr-17,,,,,
528,non_plot,microseris,8,3,7.8,0.5,0.04405,,0.0078,,1,10-Apr-17,,,,,
529,746,vuma,1,1,3.4,0.1,0.00627,,0.0019,,1,11-Apr-17,"H: 22.5, w1: 5.5; w2: 2",,,,
530,746,vuma,1,2,3,0.1,0.00723,,0.0024,,1,11-Apr-17,leaves curl when scanning leaf area total - double scanned area to calc. total area,,,,
531,746,vuma,1,3,4.4,0.1,0.00909,,0.00324,,1,11-Apr-17,,,,,
532,746,vuma,2,1,6.5,0.1,0.01664,,0.00537,,1,11-Apr-17,H: 25.5, w1: 10, w2: 3,,
533,746,vuma,2,2,4.9,0.1,0.01128,,0.00364,,1,11-Apr-17,leaves curl when scanning leaf area total - double scanned area to calc. total area,,,,
534,746,vuma,2,3,4.9,0.1,0.01018,,0.00339,,1,11-Apr-17,,,,,
535,746,vuma,3,1,3.8,0.1,0.00613,,0.00228,,1,11-Apr-17,H: 24.5, W1:3, W2: 2,,
536,746,vuma,3,2,2.9,0.1,0.00444,,0.00181,,1,11-Apr-17,leaves curl when scanning leaf area total - double scanned area to calc. total area,,,,
537,746,vuma,3,3,3.6,0.1,0.00507,,0.00211,,1,11-Apr-17,no leaves for all leaves scan,,,,
538,746,vuma,4,1,5.6,0.2,0.01229,,0.00428,,1,11-Apr-17,H: 26, W1: 6, w2: 2.5,,
